CompanyName,Codes
Priya Ltd.-$,524580
Priyadarshini Spinning Mills Ltd.,503873
Pro Fin Capital Services Ltd.,511557
Proaim Enterprises Ltd,512105
Procal Electronics India Ltd.,526009
Procter & Gamble Hygiene & Health Care Ltd.,500459
Professional Diamonds Ltd.,523001
Progressive Extractions & Exports Ltd.,531265
Promact Plastics Ltd.,526494
Proto Developers & Technologies Ltd.,530069
Provestment Services Ltd.,590120
Provogue (india) Ltd.,532647
Prozone Intu Properties Limited,534675
Ps It Infrastructure & Services Limited,505502
Psl Ltd.,526801
Ptc India Financial Services Ltd.,533344
Ptc India Ltd.,532524
Ptc Industries Ltd,539006
Ptl Enterprises Ltd.-$,509220
Pudumjee Industries Ltd.,516092
Pudumjee Pulp & Paper Mills Ltd.,500343
Pulsar International Ltd.,512591
Punctual Trading Ltd.,512461
Punit Commercials Ltd.,512099
Punj Lloyd Ltd.,532693
Punjab & Sind Bank,533295
Punjab Alkalies & Chemicals Ltd.,506852
Punjab Chemicals And Crop Protection Ltd.-$,506618
Punjab Communications Ltd.-$,500346
Punjab National Bank,532461
Punjab Woolcombers Ltd.,509839
Puravankara Projects Ltd.,532891
Purity Flex Pack Ltd.,523315
Purohit Construction Ltd,538993
Purshottam Investofin Ltd,538647
Pushpsons Industries Ltd.,531562
Pvp Ventures Ltd.,517556
Pvr Ltd.,532689
Pvv Infra Ltd,536659
Pyxis Finvest Ltd,534109
Quadrant Televentures Limited-$,511116
Quantum Build-tech Ltd,538596
Quantum Digital Vision (india) Ltd.,530281
Quantum Mutual Fund - Quantum Index Fund Etf,590110
Quest Softech (india) Ltd,535719
Quintegra Solutions Ltd.,532866
R J Bio-tech Ltd,536456
R Systems International Limited,532735
R&b Denims Ltd,538119
R* Shares Banking Exchange Traded Fund,533888
R.b.gupta Financials Ltd.,532024
R.j.shah & Co.ltd.,509845
R.r.securities Ltd.,530917
R.s.software India Ltd.,517447
R.t.exports Ltd.-$,512565
Raaj Medisafe India Ltd.,524502
Raasi Refractories Ltd.-$,502271
Racl Geartech Ltd,520073
Radaan Mediaworks (i) Ltd.,590070
Radford Global Limited,530561
Radha Madhav Corporation Ltd.,532692
Radhe Developers (india) Ltd.,531273
Radico Khaitan Ltd.,532497
Radix Industries (india) Limited,531412
Raghava Estates And Properties Ltd,531627
Raghunath International Ltd.,526813
Raghunath Tobacco Co.ltd.,531552
Raghuvansh Agrofarms Ltd,538921
Raghuvir Synthetics Ltd.,514316
Rahul Merchandising Ltd.,531887
Rai Saheb Rekhchand Mohota Spg.& Wvg.mills Ltd.,530047
Rain Industries Limited,500339
Rainbow Denim Ltd.,532441
Rainbow Foundations Ltd.,531694
Rainbow Papers Ltd.-$,523523
Raj Agro Mills Ltd.,530291
Raj Oil Mills Ltd.,533093
Raj Packaging Industries Ltd.,530111
Raj Rayon Industries Limited-$,530699
Raj Television Network Ltd.,532826
Raja Bahadur International Ltd.,503127
Rajani Extractions Ltd.,519303
Rajapalayam Mills Ltd.-$,532503
Rajasthan Cylinders & Containers Ltd,538707
Rajasthan Gases Ltd.,526873
Rajasthan Petro Synthetics Ltd.,506975
Rajasthan Tube Manufacturing Co.ltd.,530253
Rajath Finance Limited,507962
Rajdarshan Industries Ltd.,526662
Rajdhani Leasing & Industries Ltd.,523030
Rajesh Exports Ltd.,531500
Rajesh Malleables Ltd.,513630
Rajeswari Infrastructure Limited,526823
Rajkamal Synthetics Ltd.,514028
Rajkumar Forge Ltd.,513369
Rajlaxmi Industries Ltd.,512319
Rajoo Engineers Ltd.-$,522257
Rajputana Investment And Finance Ltd,539090
Rajratan Global Wire Ltd.,517522
Rajsanket Realty Limited,512409
Rajshree Sugars & Chemicals Ltd.,500354
Rajvir Industries Ltd.,532665
Rallis India Ltd.,500355
Ram Minerals And Chemicals Ltd,534734
Ram Ratna Wires Ltd.-$,522281
Rama Paper Mills Ltd.,500357
Rama Petrochemicals Ltd.,500358
Rama Phosphates Ltd.,524037
Rama Pulp & Papers Ltd.,502587
Rama Steel Tubes Ltd,539309
Rama Vision Ltd.,523289
Ramchandra Leasing & Finance Ltd,538540
Ramco Industries Ltd.,532369
Ramco Systems Ltd.,532370
Raminfo Limited,530951
Ramkrishna Forgings Ltd.,532527
Ramky Infrastructure Ltd.,533262
Rammaica (india) Ltd.,515127
Ramsarup Industries Ltd.,532690
Ramsons Projects Ltd.,530925
Rana Sugars Ltd.,507490
Ranbaxy Laboratories Ltd.,500359
Rander Corporation Ltd.,531228
Rane (madras) Ltd.,532661
Rane Brake Lining Ltd.,532987
Rane Engine Valve Ltd.,532988
Rane Holdings Ltd.,505800
Ranjeev Alloys Ltd.,513727
Ranklin Solutions Ltd.-$,590077
Rap Media Ltd.,531583
Rapicut Carbides Ltd.,500360
Rapid Investments Ltd.,501351
Ras Resorts & Apart Hotels Ltd.,507966
Rasandik Engineering Industries India Ltd.-$,522207
Rashel Agrotech Ltd.,532055
Rashtriya Chemicals & Fertilizers Ltd.,524230
Rasi Electrodes Ltd.,531233
Rasoi Ltd.,507649
Rasoya Proteins Ltd.,531522
Ratan Glitter Industries Ltd.,512397
Rathi Bars Ltd.,532918
Rathi Graphic Technologies Ltd.,524610
Rathi Steel & Power Ltd.-$,504903
Ratnamani Agro Industries Ltd,507652
Ratnamani Metals & Tubes Ltd.-$,520111
Rattanindia Infrastructure Limited,534597
Rattanindia Power Limited,533122
Raunaq Epc International Ltd,537840
Ravalgaon Sugar Farm Ltd.,507300
Ravi Kumar Distilleries Ltd.,533294
Ravindra Trading & Agencies Ltd.,504341
Raymed Labs Ltd.,531207
Raymond Ltd.,500330
Rcc Cements Ltd.,531825
Rci Industries & Technologies Ltd,537254
Rcl Foods Limited,530923
Rcl Retail Ltd.,534708
Rdb Rasayans Ltd.,533608
Rdb Realty & Infrastructure Ltd.,533285
Real Realty Management Company Ltd.,530053
Real Strips Ltd.-$,513558
Real Touch Finance Ltd,538611
Redex Protech Ltd.,523650
Redington (india) Ltd.,532805
Refex Industries Limited,532884
Refnol Resins & Chemicals Ltd.,530815
Regal Entertainment & Consultants Ltd.,531033
Regaliaa Realty Ltd.,530807
Regency Ceramics Ltd.,515018
Regency Hospital Ltd.,526403
Regency Trust Ltd.,511585
Regent Enterprises Ltd,512624
Rei Agro Ltd.,532106
Rei Six Ten Retail Ltd.,533065
Reil Electricals India Ltd.,505817
Rekvina Laboratories Ltd.,526075
Relaxo Footwears Ltd.-$,530517
Reliable Ventures India Ltd.,532124
Reliance Broadcast Network Limited,533143
Reliance Capital Builder Fund Ii - Series A - Direct Plan Dividend Payout Option,538853
Reliance Capital Builder Fund Ii - Series A - Direct Plan Growth Option,538854
Reliance Capital Builder Fund Ii - Series A - Dividend Payout Option,538855
Reliance Capital Builder Fund Ii - Series A - Growth Option,538856
Reliance Capital Builder Fund Ii - Series B - Direct Plan Dividend Payout Option,538938
Reliance Capital Builder Fund Ii - Series B - Direct Plan Growth Option,538939
Reliance Capital Builder Fund Ii - Series B - Dividend Payout Option,538940
Reliance Capital Builder Fund Ii - Series B - Growth Option,538941
Reliance Capital Builder Fund Ii - Series C - Direct Plan Dividend Payout Option,539063
Reliance Capital Builder Fund Ii - Series C - Direct Plan Growth Option,539065
Reliance Capital Builder Fund Ii - Series C - Dividend Payout Option,539067
Reliance Capital Builder Fund Ii - Series C - Growth Option,539070
Reliance Capital Builder Fund Iii Series A - Direct Plan Dividend Payout Option,539202
Reliance Capital Builder Fund Iii Series A- Direct Plan Growth Option,539203
Reliance Capital Builder Fund Iii Series A- Dividend Plan Dividend Payout,539204
Reliance Capital Builder Fund Iii Series A- Growth Plan - Growth,539205
Reliance Capital Builder Fund- Series C - Direct Dividend Plan- Dividend Payout Option,538717
Reliance Capital Builder Fund- Series C - Direct Growth Plan- Growth Option,538718
Reliance Capital Builder Fund- Series C - Growth Plan- Growth Option,538720
Reliance Capital Ltd.,500111
Reliance Chemotex Industries Ltd.-$,503162
Reliance Close Ended Equity Fund Ii- Series A - Direct Plan Dividend Payout Option,538418
Reliance Close Ended Equity Fund Ii- Series A - Direct Plan Growth Option,538419
Reliance Close Ended Equity Fund Ii- Series A - Dividend Payout Option,538420
Reliance Close Ended Equity Fund Ii- Series A - Growth Option,538421
Reliance Communications Ltd.,532712
Reliance Defence And Engineering Ltd,533107
Reliance Industrial Infrastructure Ltd.,523445
Reliance Industries Ltd.,500325
Reliance Infrastructure Ltd.,500390
Reliance Mediaworks Ltd.,532399
Reliance Mutual Fund - R Shares Cnx 100 Fund,537483
Reliance Mutual Fund - R Shares Nifty Etf,537484
Reliance Mutual Fund - R Shares Sensex Etf,538683
Reliance Mutual Fund - Reliance Capital Builder Fund- Series A - Direct Plan Dividend Payout Optio,538591
Reliance Mutual Fund - Reliance Capital Builder Fund- Series B - Direct Dvdnd Plan- Dvdnd Pyot O,538630
Reliance Mutual Fund - Reliance Close Ended Equity Fund- Series A - Direct Plan Dvdnd Pyot Optin,536992
Reliance Mutual Fund - Reliance Close Ended Equity Fund- Series B - Direct Plan Dividend Payo O,537198
Reliance Mutual Fund- Reliance Capital Builder Fund- Series A - Direct Plan Growth Option,538592
Reliance Mutual Fund- Reliance Capital Builder Fund- Series A - Dividend Payout Option,538593
Reliance Mutual Fund- Reliance Capital Builder Fund- Series A - Growth Option,538594
Reliance Mutual Fund- Reliance Capital Builder Fund- Series B - Direct Growth Plan- Growth Option,538631
Reliance Mutual Fund- Reliance Capital Builder Fund- Series B - Dividend Plan-dividend Pyut Otin,538632
Reliance Mutual Fund- Reliance Capital Builder Fund- Series B - Growth Plan- Growth Option,538633
Reliance Mutual Fund- Reliance Capital Builder Fund- Series C - Dividend Plan-dividend P O,538719
Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series A - Direct Plan Growth Option,536993
Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series A - Dividend Payout Option,536994
Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series A - Growth Option,536995
Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series B - Direct Plan Growth Option,537199
Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series B - Dividend Payout Option,537200
Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series B - Growth Option,537201
Reliance Power Ltd.,532939
Relic Technologies Ltd.,511712
Religare Enterprises Ltd.,532915
Relish Pharmaceuticals Ltd.,524632
Relson India Ltd.,502473
Remi Edelstahl Tubulars Limited,513043
Remi Elektrotechnik Limited,512487
Remi Process Plant & Machinery Ltd.,505658
Remi Sales & Engineering Ltd.,504360
Remi Securities Ltd.,511149
Remsons Industries Ltd.,530919
Renaissance Jewellery Ltd.,532923
Repco Home Finance Ltd.,535322
Repro India Ltd.,532687
Resonance Specialties Ltd.-$,524218
Response Informatics Ltd,538273
Responsive Industries Ltd.,505509
Restile Ceramics Ltd.,515085
Resurgere Mines & Minerals India Ltd.,533017
Revathi Equipment Ltd.-$,505368
Rexnord Electronics & Controls Ltd.,531888
Rfl International Ltd.,531646
Rhodia Specialty Chemicals India Ltd.-$,506230
Riba Textiles Ltd.,531952
Rich Universe Network Ltd.,530271
Richa Industries Ltd.,532766
Richfield Financial Services Ltd,539435
Richirich Inventures Limited,519230
Rico Auto Industries Ltd.,520008
Ricoh India Ltd.,517496
Riddhi Siddhi Gluco Biols Ltd.-$,524480
Ridhi Synthetics Ltd.,504365
Riga Sugar Company Ltd.-$,507508
Risa International Ltd.,530251
Rishab Financial Services Ltd.,531218
Rishab Special Yarns Ltd.,514177
Rishabh Digha Steel & Allied Products Ltd.-$,531539
Rishabhdev Technocable Ltd.,533083
Rishi Laser Ltd.,526861
Rishi Techtex Ltd.,523021
Rishiroop Ltd,526492
Rishiroop Rubber (international) Ltd.,523658
Ritesh International Ltd.,519097
Ritesh Properties & Industries Ltd.,526407
Rlf Ltd.,512618
Rmg Alloy Steel Limited,500365
Rnb Industries Ltd.,531250
Rockland Thermionics Ltd.,530061
Rockon Enterprises Ltd,531447
Rodium Realty Limited,531822
Rohit Ferro-tech Ltd.,532731
Rolcon Engineering Co.ltd.,505807
Rollatainers Ltd.,502448
Rolta India Ltd.,500366
Roopa Industries Ltd.,530991
Rose Investments Ltd.,501154
Rosekamal Textiles Ltd.,512309
Roselabs Finance Ltd.,531324
Roselabs Ltd.,535503
Rossell India Ltd.,533168
Roto Pumps Ltd.,517500
Royal Cushion Vinyl Products Ltd.-$,526193
Royal India Corporation Limited,512047
Royal Orchid Hotels Ltd.,532699
Royale Manor Hotels & Industries Ltd.,526640
Rpg Life Sciences Ltd.,532983
Rpp Infra Projects Ltd.,533284
Rr Financial Consultants Ltd.,511626
Rsc International Ltd.,530179
Rswm Ltd.,500350
Rts Power Corporation Ltd.,531215
Rubber Products Ltd.,526496
Rubfila International Ltd.,500367
Rubra Medicaments Ltd.,531099
Ruby Mills Ltd.,503169
Ruby Traders & Exporters Ltd,538742
Ruchi Infrastructure Ltd.,509020
Ruchi Soya Industries Ltd.,500368
Ruchi Strips & Alloys Ltd.,513295
Ruchira Papers Ltd.,532785
Rudraksh Cap-tech Ltd.,511463
Runeecha Textiles Ltd.,590124
Rungta Irrigation Ltd.,530449
Rupa & Company Ltd.,533552
Rural Electrification Corporation Ltd.,532955
Rushil Decor Ltd.,533470
Rutron International Ltd.,504335
Ruttonsha International Rectifier Ltd.,517035
S Kumars.com Ltd.,532316
S R G Securities Finance Ltd,536710
S R K Industries Ltd.,531307
S T Services Ltd,538876
S V Global Mill Ltd.,535621
S&t Corporation Ltd.,514197
S.a.l.steel Ltd.,532604
S.e. Power Ltd.,534598
S.e.investments Ltd.,532900
S.kumars Nationwide Ltd.,514304
S.m.energy Teknik & Electronics Ltd.,522042
S.r.industries Ltd.,513515
S.s.forgings & Engineering Ltd.,522296
S.v.trading & Agencies Ltd.,503622
Saamya Biotech (india) Ltd.,532905
Sab Industries Ltd,539112
Sabero Organics Gujarat Ltd.,524446
Saboo Brothers Ltd.,530267
Saboo Sodium Chloro Ltd.,530461
Sacheta Metals Ltd.,531869
Sadbhav Engineering Ltd.,532710
Sadbhav Infrastructure Project Ltd,539346
Sadhana Nitrochem Ltd.,506642
Safal Herbs Limited,532034
Safal Securities Ltd,531448
Safari Industries (india) Ltd.,523025
Saffron Industries Limited,531436
Sagar Cements Ltd.-$,502090
Sagar Productions Limited,532092
Sagar Soya Products Ltd.,507663
Sagar Systech Ltd.,511254
Sagar Tourist Resorts Ltd.,526085
Sahara Housingfina Corporation Ltd.,511533
Sahara One Media & Entertainment Ltd.-$,503691
Sahyadri Industries Ltd.,532841
Sai Baba Investment And Commercial Enterprises Ltd,538557
Sai Capital Ltd.,531931
Sai Industries Ltd.,530905
Saianand Commercial Limited,512097
Sainik Finance & Industries Ltd.,530265
Saint-gobain Sekurit India Ltd.,515043
Saksoft Ltd.,590051
Sakthi Finance Ltd.,511066
Sakthi Sugars Ltd.,507315
Sakuma Exports Ltd.,532713
Salguti Industries Ltd.,526554
Salona Cotspin Ltd.,590056
Salora International Ltd.,500370
Salzer Electronics Ltd.-$,517059
Sam Industries Ltd.,532005
Sam Leaseco Ltd.,504345
Sambandam Spinning Mills Ltd.-$,521240
Sambhaav Media Ltd.,511630
Samkrg Pistons & Rings Ltd.-$,520075
Sampre Nutritions Ltd.,530617
Samrat Pharmachem Ltd.-$,530125
Samruddhi Realty Ltd.,535466
Samtel Color Ltd.,500372
Samtel India Ltd.-$,500371
Samtex Fashions Ltd.-$,521206
Samyak International Ltd.,530025
Sanblue Corporation Ltd.,521222
Sancia Global Infraprojects Limited,532836
Sanco Trans Ltd.,523116
Sand Plast (india) Ltd.,533079
Sandesh Ltd.,526725
Sandu Pharmaceuticals Ltd.,524703
Sandur Manganese & Iron Ores Ltd.,504918
Sang Froid Labs (india) Ltd,539392
Sangal Papers Ltd.,516096
Sangam (india) Ltd.,514234
Sangam Advisors Ltd.,534618
Sanghi Corporate Services Ltd.,511640
Sanghi Industries Ltd.,526521
Sanghvi Forging And Engineering Ltd.,533411
Sanghvi Movers Ltd.,530073
Sanguine Media Ltd.,531898
Sanjivani Paranteral Ltd.,531569
Sankhya Infotech Ltd.,532972
Sanmit Infra Limited,532435
Sanmitra Commercial Ltd.,512062
Sanofi India Ltd,500674
Sanrhea Technical Textiles Ltd.,514280
Santaram Spinners Ltd.,531323
Santosh Fine-fab Ltd.,530035
Santowin Corporation Ltd.,512465
Sanwaria Agro Oils Ltd.-$,519260
Sapan Chemicals Ltd.,531781
Saptarishi Agro Industries Ltd.,519238
Sar Auto Products Ltd,538992
Saraswati Commercial (india) Ltd.,512020
Sarda Energy & Minerals Ltd.-$,504614
Sarda Papers Ltd.,516032
Sarda Plywood Industries Ltd.,516003
Sarda Proteins Ltd.,519242
Saregama India Ltd.,532163
Sarla Performance Fibers Ltd.-$,526885
Sarthak Global Ltd.,530993
Sarthak Industries Ltd.,531930
Sarup Industries Ltd.-$,514412
Sarvamangal Mercantile Co.ltd.,506190
Sarvottam Finvest Ltd,539124
Sashwat Technocrats Limited,506313
Sasken Communication Technologies Ltd.,532663
Sat Industries Ltd.-$,511076
Satellite Engineering Ltd.,522279
Sathavahana Ispat Ltd.,526093
Satia Industries Ltd,539201
Satin Creditcare Network Ltd,539404
Satkar Finlease Ltd,536592
Satra Properties (india) Ltd.,508996
Satya Miners & Transporters Ltd,537068
Satyam Silk Mills Ltd.,503893
Saumya Capital Limited,531160
Saumya Consultants Ltd,539218
Saurashtra Cement Ltd.,502175
Savani Financials Ltd.,511577
Savant Infocomm Ltd.,517320
Saven Technologies Ltd.,532404
Savera Industries Ltd.,512634
Savita Oil Technologies Ltd.,524667
Sawaca Business Machines Ltd.,531893
Sayaji Hotels Ltd.,523710
Sb & T International Ltd.,513583
Sbec Sugar Ltd.,532102
Sbi Equity Opportunities Fund - Series I- Regular Plan -growth,538709
Sbi Equity Opportunities Fund - Series I-direct Plan - Dividend Payout,538712
Sbi Equity Opportunities Fund - Series I-direct Plan -growth,538711
Sbi Equity Opportunities Fund - Series I-regular Plan- Dividend Payout,538710
Sbi Equity Opportunities Fund - Series Ii-direct Plan - Dividend Payout,538821
Sbi Equity Opportunities Fund - Series Ii-direct Plan -growth,538820
Sbi Equity Opportunities Fund - Series Ii-regular Plan -growth,538818
Sbi Equity Opportunities Fund - Series Ii-regular Plan- Dividend Payout,538819
Sbi Mutual Fund - Sbi - Etf Bse 100,539031
Sbi Mutual Fund - Sbi Sensex Etf,535276
Sc Agrotech Ltd,526081
Scan Projects Ltd.,531797
Scan Steels Limited,511672
Scandent Imaging Limited,516110
Scanpoint Geomatics Ltd.,526544
Schablona India Ltd.,507894
Schneider Electric Infrastructure Ltd.,534139
Schneider Electric President Systems Limited,590033
Schrader Duncan Ltd.-$,504908
Scintilla Commercial & Credit Ltd,538857
Scooters India Ltd.,505141
Scope Industries (india) Limited,531886
Sea Gold Aqua Farms Ltd.,530361
Sea Tv Network Ltd.,533268
Seamec Ltd.,526807
Seasons Furnishings Ltd.,521182
Seasons Textiles Ltd.-$,514264
Secunderabad Healthcare Ltd.,524540
Secure Earth Technoligies Ltd.,511503
Sel Manufacturing Company Ltd.,532886
Selan Exploration Technology Ltd.-$,530075
Selanbbph,533044
Sellwin Traders Ltd,538875
Senbo Industries Ltd.,532021
Senthil Infotek Ltd,531980
Sequel E-routers Ltd.,521238
Sequent Scientific Ltd.,512529
Ser Industries Ltd.,507984
Servalakshmi Paper Ltd.,533401
Servotech Engineering Industries Ltd.,531944
Seshachal Technologies Ltd.,531794
Seshasayee Paper & Boards Ltd.,502450
Setco Automotive Ltd.,505075
Seven Hill Industries Limited,511760
Sezal Glass Limited,532993
Sfl International Ltd,530867
Sgn Telecoms Ltd.,531812
Shaba Chemicals Ltd.,524546
Shah Alloys Ltd.,513436
Shah Construction Co.ltd.,509870
Shah Foods Ltd.,519031
Shaily Engineering Plastics Ltd.,501423
Shakti Press Ltd.,526841
Shakti Pumps (india) Ltd.-$,531431
Shalibhadra Finance Ltd.,511754
Shalimar Paints Ltd.-$,509874
Shalimar Productions Ltd.,512499
Shalimar Wires Industries Ltd.,532455
Shantanu Sheorey Aquakult Ltd.,531925
Shanthi Gears Ltd.,522034
Shantivijay Jewels Ltd.-$,530989
Sharad Fibres & Yarn Processors Ltd.,514402
Sharda Cropchem Ltd,538666
Sharda Ispat Ltd.,513548
Sharda Motor Industries Ltd,535602
Shardul Securities Ltd.,512393
Sharon Bio-medicine Ltd.-$,532908
Sharp India Ltd.,523449
Sharp Industries Ltd.,523359
Sharp Investments Ltd,538212
Shasun Pharmaceuticals Ltd.,524552
Sheetal Diamonds Ltd.,530525
Shekhawati Poly-yarn Ltd.,533301
Shell Infotech Ltd.,503630
Shelter Infra Projects Ltd.-$,526839
Shemaroo Entertainment Ltd,538685
Sheraton Properties & Finance Ltd.,512367
Shervani Industrial Syndicate Ltd.,526117
Sheshadri Industries Ltd,539111
Shetron Ltd.,526137
Shikhar Leasing & Trading Ltd.,507952
Shilchar Technologies Ltd.,531201
Shilp Gravures Ltd.-$,513709
Shilpa Medicare Ltd.,530549
Shilpi Cable Technologies Ltd.,533389
Shipping Corporation Of India Ltd.,523598
Shirpur Gold Refinery Ltd.,512289
Shiva Cement Ltd.,532323
Shiva Global Agro Industries Ltd.,530433
Shiva Medicare Ltd.,524602
Shiva Suitings Ltd.,521003
Shiva Texyarn Ltd.,511108
Shivagrico Implements Ltd.,522237
Shivalik Bimetal Controls Ltd.,513097
Shivalik Rasayan Ltd,539148
Shivam Autotech Ltd.,532776
Shivkrupa Machineries And Engineering Services Ltd,539359
Shoppers Stop Ltd.,532638
Shree Ajit Pulp & Paper Ltd-$,590058
Shree Ajit Pulp And Paper Ltd,538795
Shree Ashtavinayak Cine Vision Ltd.,532793
Shree Bhavya Fabrics Ltd,521131
Shree Bhawani Paper Mills Ltd.,502563
Shree Cement Ltd.,500387
Shree Digvijay Cement Co.ltd.-$,502180
Shree Ganesh Elastoplast Ltd.,530797
Shree Ganesh Forgings Ltd.,532643
Shree Ganesh Jewellery House (i) Ltd.,533180
Shree Global Tradefin Ltd.,512463
Shree Hanuman Sugar & Industries Ltd,537709
Shree Hari Chemicals Export Ltd.,524336
Shree Karthik Papers Ltd.,516106
Shree Krishna Paper Mills & Industries Ltd.,500388
Shree Manufacturing Co.ltd.,503863
Shree Metalloys Ltd.,531962
Shree Om Trades Ltd.,506180
Shree Pacetronix Ltd.,527005
Shree Precoated Steels Ltd.,533110
Shree Pushkar Chemicals & Fertilisers Ltd,539334
Shree Rajasthan Syntex Ltd.-$,503837
Shree Rajeshwaranand Paper Mills Ltd.,516086
Shree Ram Urban Infrastructure Ltd.,503205
Shree Rama Multi-tech Ltd.,532310
Shree Rama Newsprint Ltd.,500356
Shree Rang Mark Travels Ltd.,531149
Shree Rani Sati Investment & Finance Ltd.,501267
Shree Renuka Sugars Ltd.,532670
Shree Salasar Investment Ltd.,503635
Shree Securities Ltd,538975
Shree Shaleen Textiles Limited,505513
Shree Steel Wire Ropes Ltd.,513488
Shree Surgovind Tradelink Ltd.,531667
Shree Tulsi Online.com Ltd.,590128
Shreejal Info Hubs Ltd.,506874
Shreekrishna Biotech Ltd.,505592
Shreenath Industrial Investment Company Ltd,539224
Shreevatsaa Finance & Leasing Ltd.,532007
Shrenuj & Co.ltd.,523236
Shreyans Industries Ltd.-$,516016
Shreyas Intermediates Ltd.,526335
Shreyas Shipping & Logistics Ltd.,520151
Shri Aster Silicates Limited,533219
Shri Bajrang Alloys Ltd.,526981
Shri Bholanath Carpets Ltd,530841
Shri Dinesh Mills Ltd.-$,503804
Shri Jagdamba Polymers Ltd.,512453
Shri Kalyan Holdings Ltd.,532083
Shri Krishna Devcon Ltd.,531080
Shri Krishna Prasadam Ltd,537954
Shri Lakshmi Cotsyn Ltd.,526049
Shri Mahalaxmi Agricultural Development Ltd,539010
Shri Niwas Leasing And Finance Ltd,538897
Shricon Industries Ltd.,508961
Shriram Asset Management Co.ltd.,531359
Shriram City Union Finance Ltd.,532498
Shriram Epc Ltd.,532945
Shriram Transport Finance Co.ltd.,511218
Shristi Infrastructure Development Corporation Ltd.,511411
Shubhra Leasing Finance And Investment Company Ltd,538565
Shukra Bullions Ltd.,531506
Shukra Jewellers Ltd.,523790
Shyam Century Ferrous Ltd,539252
Shyam Telecom Ltd.,517411
Shyama Infosys Ltd.,531219
Shyamal Holdings & Trading Ltd.,505529
Shyamkamal Investments Ltd.,505515
Sibar Auto Parts Ltd.,520141
Sicagen India Ltd.,533014
Sical Logistics Ltd.,520086
Siddarth Businesses Ltd,538520
Siddha Ventures Ltd.,530439
Siddhartha Tubes Ltd.,523728
Siddhi Vinayak Shipping Corporation Ltd,537669
Siel Financial Services Ltd.,532217
Siemens Ltd.,500550
Signet Industries Limited,512131
Sigrun Holdings Limited,531863
Sika Interplant Systems Ltd.,523606
Sikozy Realtors Limited,524642
Sil Investments Ltd.,521194
Silicon Valley Infotech Ltd.,531738
Silver Oak (india) Ltd.,531635
Silver Oak Commercial Ltd.,512197
Silverpoint Infratech Ltd,536073
Silverton Spinners Limited,531118
Simbhaoli Sugars Ltd.-$,507446
Simmonds Marshall Ltd.,507998
Simplex Castings Ltd.,513472
Simplex Infrastructures Ltd.,523838
Simplex Mills Company Ltd.,533018
Simplex Papers Ltd.,533019
Simplex Projects Ltd.,532877
Simplex Realty Ltd.,503229
Simplex Trading & Agencies Ltd.,504382
Simran Farms Ltd.,519566
Sinclairs Hotels Ltd.-$,523023
Sindhu Trade Links Limited,532029
Sindu Valley Technologies Ltd.,505504
Singer India Ltd.,505729
Sinnar Bidi Udyog Ltd.,509887
Sinner Energy India Ltd,539410
Sintex Industries Ltd.,502742
Sip Industries Ltd.,523164
Sir Shadi Lal Enterprises Ltd.,532879
Sirohia & Sons Ltd,538667
Sirpur Paper Mills Ltd.,502455
Sita Enterprises Ltd.,512589
Sita Shree Food Products Ltd.,532961
Siti Cable Network Ltd.,532795
Siyaram Silk Mills Ltd.-$,503811
Sj Corporation Ltd.,504398
Sjvn Ltd,533206
Skf India Ltd,500472
Skipper Ltd,538562
Skp Securities Ltd.,531169
Sks Logistics Ltd.-$,526508
Sks Microfinance Ltd.,533228
Sky Industries Ltd.-$,526479
Skyline Millars Ltd.,505650
Skyline Ventures India Ltd,538919
Skypak Service Specialist Ltd.,523846
Smartlink Network Systems Ltd.,532419
Smifs Capital Markets Ltd.,508905
Smilax Industries Limited,519586
Smiths & Founders (india) Limited,513418
Sml Isuzu Limited,505192
Smruthi Organics Ltd.-$,590046
Sms Pharmaceuticals Ltd.,532815
Sms Techsoft (india) Limited,531838
Snl Bearings Ltd.,505827
Snowman Logistics Ltd,538635
Sns Textiles Ltd.,514240
Sobha Limited,532784
Sobhagya Merchantile Ltd.,512014
Socrus Bio Sciences Limited,524719
Sofcom Systems Ltd,538923
Softbpo Global Services Ltd.,504375
Softech Infinium Solutions Ltd.,530651
Softsol India Ltd.,532344
Software Technology Group International Ltd.,532293
Solar Industries India Ltd.,532725
Solid Carbide Tools Ltd.,500394
Solid Containers Ltd.,502460
Solid Stone Company Ltd.,513699
Solitaire Machine Tools Ltd.,522152
Som Datt Finance Corporation Ltd.,511571
Som Distilleries & Breweries Ltd.,507514
Soma Papers & Industries Ltd.,516038
Soma Textiles & Industries Ltd.,521034
Somany Ceramics Ltd.,531548
Somi Conveyor Beltings Ltd.,533001
Sona Koyo Steering Systems Ltd.,520057
Sonal Adhesives Ltd.,526901
Sonal Mercantile Ltd,538943
Sonata Software Ltd.,532221
Soni Medicare Ltd,539378
Source Industries (india) Ltd.,521036
Source Natural Foods & Herbal Suppl Ltd.,531398
South Asian Enterprises Ltd.,526477
South India Paper Mills Ltd.,516108
South India Projects Ltd,538891
South Indian Bank Ltd.,532218
Southern Gas Ltd.,509910
