CompanyName,Codes
Hemang Resources Ltd,531178
Hemo Organic Limited,524590
Hercules Hoists Ltd.,505720
Heritage Foods Limited,519552
Hero Motocorp Ltd.,500182
Hester Biosciences Ltd.,524669
Hexa Tradex Ltd.,534328
Hexaware Technologies Ltd.,532129
High Energy Batteries (india) Ltd.,504176
High Ground Enterprise Ltd,517080
High Street Filatex Ltd.,531301
Hikal Ltd.,524735
Hil Ltd.,509675
Hilton Metal Forging Ltd.,532847
Himachal Fibres Ltd.,514010
Himachal Futuristic Communications Ltd.,500183
Himadri Chemicals & Industries Ltd.,500184
Himalaya Granites Ltd.-$,513723
Himalchuli Food Products Ltd.,511169
Himalya International Ltd.,526899
Himatsingka Seide Ltd.,514043
Hind Aluminium Industries Ltd.-$,531979
Hind Commerce Ltd,538652
Hind Industries Ltd.,526307
Hind Rectifiers Ltd.,504036
Hind Securities & Credits Ltd,539114
Hind Syntex Ltd.,503881
Hindalco Industries Ltd.,500440
Hindoostan Mills Ltd.,509895
Hinduja Foundries Ltd.-$,505982
Hinduja Global Solutions Ltd.,532859
Hinduja Ventures Ltd.,500189
Hindustan Adhesives Ltd.,514428
Hindustan Appliances Ltd.,531918
Hindustan Bio Sciences Ltd.,532041
Hindustan Composites Ltd.,509635
Hindustan Construction Co.ltd.,500185
Hindustan Copper Ltd.,513599
Hindustan Dorr-oliver Ltd.,509627
Hindustan Everest Tools Ltd.,505725
Hindustan Fluorocarbons Ltd.,524013
Hindustan Foods Ltd.,519126
Hindustan Hardy Spicer Ltd.,505893
Hindustan Housing Co.ltd.,509650
Hindustan Media Ventures Ltd.,533217
Hindustan Motors Ltd.,500500
Hindustan Oil Exploration Co.ltd.,500186
Hindustan Organic Chemicals Ltd.,500449
Hindustan Petroleum Corporation Ltd.,500104
Hindustan Tin Works Ltd.-$,530315
Hindustan Unilever Ltd.,500696
Hindustan Wires Ltd.,504713
Hindustan Zinc Ltd.,500188
Hindusthan National Glass & Industries Ltd.-$,515145
Hindusthan Udyog Ltd.,513039
Hipolin Ltd.,530853
Hira Automobiles Ltd.,531743
Hira Ferro Alloys Ltd.,533256
Hiran Orgochem Ltd.-$,506170
Hisar Metal Industries Ltd.-$,590018
Hisar Spinning Mills Ltd.,521068
Hit Kit Global Solutions Ltd.,532359
Hitachi Home And Life Solutions (india) Ltd.,523398
Hitech Plast Ltd.-$,526217
Hittco Tools Ltd.,531661
Hmt Ltd.,500191
Honda Siel Power Products Ltd.,522064
Honeywell Automation India Ltd.,517174
Hotel Leelaventure Ltd.,500193
Hotel Rugby Ltd.,526683
Housing Development & Infrastructure Ltd.,532873
Housing Development Finance Corp.ltd.,500010
Hov Services Ltd.,532761
Howard Hotels Ltd.,526761
Hpc Biosciences Ltd.,535217
Hrb Floriculture Ltd.,531724
Hsil Ltd.,500187
Ht Media Ltd.,532662
Hubtown Ltd.,532799
Huhtamaki Ppl Limited,509820
I G Petrochemicals Ltd.,500199
I-power Solutions India Ltd.,512405
Ib Infotech Enterprises Ltd.,519463
Icici Bank Ltd.,532174
Icici Prudential Growth Fund Series 1 (direct Dividend Option),538502
Icici Prudential Growth Fund Series 1 (regular Dividend Payout),538501
Icici Prudential Growth Fund Series 2 (direct Plan - Dividend Payout Option),538578
Icici Prudential Growth Fund Series 2 (regular Plan - Dividend Payout Option),538577
Icici Prudential Growth Fund Series 3 (direct Plan - Dividend Payout Option),538729
Icici Prudential Growth Fund Series 3 (regular Plan - Dividend Payout Option),538728
Icici Prudential Growth Fund Series 4 (direct Plan - Dividend Payout Option),538764
Icici Prudential Growth Fund Series 4 (regular Plan - Dividend Payout Option),538763
Icici Prudential Growth Fund Series 6 (direct Plan - Dividend Payout),538893
Icici Prudential Growth Fund Series 6 (regular Plan - Dividend Payout),538892
Icici Prudential Growth Fund Series 7 (direct Plan - Dividend Payout),538925
Icici Prudential Growth Fund Series 7 (regular Plan - Dividend Payout),538924
Icici Prudential Growth Fund Series 8 (direct Plan - Dividend Payout),538937
Icici Prudential Growth Fund Series 8 (regular Plan - Dividend Payout),538936
Icici Prudential India Recovery Fund - Series 1 (direct Plan - Dividend Payout Option),539085
Icici Prudential India Recovery Fund - Series 1 (regular Plan - Dividend Payout Option),539084
Icici Prudential India Recovery Fund - Series 2 (direct Plan - Dividend Payout Option),539101
Icici Prudential India Recovery Fund - Series 2 (regular Plan - Dividend Payout Option),539100
Icici Prudential India Recovery Fund Series 3 - Direct Plan - Cumulative Option,539319
Icici Prudential India Recovery Fund Series 3 - Direct Plan - Dividend Payout,539320
Icici Prudential India Recovery Fund Series 3 - Regular Plan - Cumulative,539321
Icici Prudential India Recovery Fund Series 3 - Regular Plan - Dividend Option,539322
Icici Prudential Mutual Fund - Icici Prudential Cnx 100 Etf,537008
Icici Prudential Mutual Fund - Icici Prudential Equity Savings Fund Series 1 - Direct Plan Dividend,537651
Icici Prudential Mutual Fund - Icici Prudential Equity Savings Fund Series 1-direct Plan Cumulative,537650
Icici Prudential Mutual Fund - Icici Prudential Equity Savings Fund Series 1-reglr Plan Cumulative,537648
Icici Prudential Mutual Fund - Icici Prudential Equity Savings Fund Series 1-regular Plan Dividend,537649
Icici Prudential Mutual Fund - Icici Prudential Nifty Etf,537007
Icici Prudential Mutual Fund- Direct Plan Cumulative Option,539394
Icici Prudential Mutual Fund- Direct Plan Dividend Option,539395
Icici Prudential Mutual Fund- Regular Plan Cumulative Option,539396
Icici Prudential Mutual Fund- Regular Plan Dividend Option,539397
Icici Prudential Spice Fund,555555
Icici Prudential Value Fund Series 3(direct Dividend Option),537923
Icici Prudential Value Fund Series 3(regular Dividend Option),537922
Icici Prudential Value Fund Series 5 (direct Cumulative Option),538650
Icici Prudential Value Fund Series 5 (direct Dividend Option),538651
Icici Prudential Value Fund Series 5 (regular Cumulative Option),538648
Icici Prudential Value Fund Series 5 (regular Dividend Option),538649
Icici Prudential Value Fund Series 6- Direct Plan Cumulative Option,539092
Icici Prudential Value Fund Series 6- Direct Plan Dividend Option,539093
Icici Prudential Value Fund Series 6- Regular Plan Cumulative Option,539094
Icici Prudential Value Fund Series 6- Regular Plan Dividend Option,539095
Icici Prudential Value Fund Series 7,539179
Icici Prudential Value Fund Series 7,539180
Icici Prudential Value Fund Series 8 - Direct Plan Dividend Option,539285
Icici Prudential Value Fund Series 8 - Regular Plan Dividend Option,539286
Icra Ltd.,532835
Icsa (india) Ltd.-$,531524
Icvl Steels Ltd.,534733
Idbi Bank Ltd.,500116
Idea Cellular Ltd.,532822
Ideal Optics Ltd.,531328
Idfc Bank Ltd,539437
Idfc Equity Opportunity- Series 1- Direct Plan- Dividend,535502
Idfc Equity Opportunity- Series 1- Regular Plan- Dividend,535501
Idfc Limited,532659
Idfc Mutual Fund - Idfc Equity Opportunity- Series 2 - Direct Plan- Dividend,537412
Idfc Mutual Fund - Idfc Equity Opportunity- Series 3 - Direct Plan- Dividend,537701
Idfc Mutual Fund- Idfc Equity Opportunity- Series 2 - Regular Plan- Dividend,537411
Idfc Mutual Fund- Idfc Equity Opportunity- Series 3 - Regular Plan- Dividend,537700
Iec Education Ltd.,531840
Ifb Agro Industries Ltd.,507438
Ifb Industries Ltd.,505726
Ifci Ltd.,500106
Ifgl Refractories Ltd.,532133
Ifl Promoters Ltd.,511682
Ifm Impex Global Ltd.,522289
Igarashi Motors India Ltd.,517380
Iifl Holdings Limited,532636
Iitl Projects Limited,531968
Ikab Securities & Investment Ltd.,514238
Ikf Finance Ltd.,530719
Ikf Technologies Ltd.,532414
Il&fs Engineering And Construction Company Ltd.,532907
Il&fs Investment Managers Ltd.,511208
Il&fs Transportation Networks Ltd,533177
Im+ Capitals Limited,511628
Imc Finance Ltd.,505539
Imp Powers Ltd.,517571
Impex Ferro Tech Ltd.,532614
In House Productions Ltd.,526610
Inani Marbles & Industries Ltd.,531129
Inani Securities Ltd.,531672
Incap Ltd.,517370
Incon Engineers Ltd.,531594
Ind Bank Housing Ltd.,523465
Ind Renewable Energy Ltd,536709
Ind-agiv Commerce Ltd.,517077
Ind-swift Laboratories Ltd.,532305
Ind-swift Ltd.,524652
Indag Rubber Ltd.-$,509162
Indbank Merchant Banking Services Ltd.,511473
Indergiri Finance Ltd.,531505
India Cements Capital Ltd.,511355
India Cements Ltd.,530005
India Finsec Ltd.,535667
India Gelatine & Chemicals Ltd.-$,531253
India Glycols Ltd.,500201
India Home Loan Ltd.,530979
India Infraspace Ltd.,531343
India Lease Development Ltd.,500202
India Motor Parts & Accessories Ltd.,590065
India Nippon Electricals Ltd.,532240
India Steel Works Ltd.,513361
India Tourism Development Corporation Ltd.,532189
Indiabulls Housing Finance Ltd,535789
Indiabulls Real Estate Ltd.,532832
Indiabulls Ventures Limited,532960
Indiabulls Wholesale Services Ltd.,533520
Indiaco Ventures Ltd.,506131
Indian Acrylics Ltd.,514165
Indian Bank,532814
Indian Bright Steel Co.ltd.,504731
Indian Card Clothing Co.ltd.,509692
Indian Extractions Ltd.,524614
Indian Hotels Co.ltd.,500850
Indian Hume Pipe Co.ltd.,504741
Indian Infotech & Software Ltd.,509051
Indian Link Chain Manufactures Ltd.,504746
Indian Metals & Ferro Alloys Ltd.,533047
Indian Oil Corporation Ltd.,530965
Indian Overseas Bank,532388
Indian Sucrose Ltd.,500319
Indian Terrain Fashions Ltd.,533329
Indian Toners & Developers Ltd.-$,523586
Indianivesh Ltd.,501700
Inditrade Capital Limited,532745
Indo Amines Ltd.-$,524648
Indo Asian Finance Ltd.,530747
Indo Bonito Multinational Ltd.,531084
Indo Borax & Chemicals Ltd.-$,524342
Indo Cotspin Ltd,538838
Indo Count Industries Ltd.,521016
Indo Credit Capital Ltd.,526887
Indo Euro Indchem Ltd.,524458
Indo Pacific Projects Ltd,531565
Indo Rama Synthetics (india) Ltd.,500207
Indo Tech Transformers Ltd.,532717
Indo Thai Securities Ltd.,533676
Indo-asian Projects Ltd.,531674
Indo-city Infotech Ltd.-$,532100
Indo-global Enterprises Ltd,539433
Indo-national Ltd.,504058
Indoco Remedies Ltd.,532612
Indokem Ltd.,504092
Indosolar Ltd.,533257
Indovation Technologies Ltd.,521005
Indowind Energy Ltd.,532894
Indra Industries Ltd,539175
Indraprastha Gas Ltd.,532514
Indraprastha Medical Corp.ltd.,532150
Indrayani Biotech Ltd.,526445
Indsil Hydro Power And Manganese Ltd.-$,522165
Indsoya Ltd.,503639
Indtradeco Ltd.,504336
Inducto Steel Ltd.,532001
Indus Fila Ltd.,532821
Indus Finance Ltd,531841
Indusind Bank Ltd.,532187
Industrial & Prudential Investments Co.ltd.,501298
Industrial Investment Trust Ltd.,501295
Ineos Styrolution India Ltd,506222
Inertia Steel Ltd.,512025
Infinite Computer Solutions (india) Ltd,533154
Info Edge (india) Ltd.,532777
Info-drive Software Ltd.,530703
Infomedia Press Ltd.,509069
Informed Technologies India Ltd.,504810
Infosys Ltd.,500209
Infra Industries Ltd.,530777
Infronics Systems Ltd.,590118
Ing Vysya Bank Ltd.,531807
Ingersoll-rand (india) Ltd.,500210
Inland Printers Ltd.,530787
Innocorp Ltd.,531929
Innovassynth Investments Ltd.,533315
Innovation Software Exports Ltd.,517433
Innovative Tech Pack Ltd.,523840
Innoventive Industries Ltd.,533402
Innoventive Venture Ltd.,512375
Inox Leisure Ltd.,532706
Inox Wind Ltd,539083
Insecticides (india) Ltd.,532851
Insilco Ltd.,500211
Insta Finance Limited,511433
Intec Capital Ltd.,526871
Integra Capital Management Ltd.,531314
Integra Engineering India Ltd.,505358
Integra Garments And Textiles Ltd,535958
Integra Switchgear Ltd.,517423
Integra Telecommunication & Software Ltd,536868
Integrated Capital Services Ltd,539149
Integrated Financial Services Ltd.,500212
Integrated Hitech Ltd.,532303
Integrated Proteins Ltd.,519606
Integrated Technologies Ltd.,531889
Integrated Thermoplastics Ltd.,530921
Intellect Design Arena Ltd,538835
Intellivate Capital Advisors Ltd.,534732
Intellivate Capital Ventures Ltd.,506134
Intellvisions Software Ltd.-$,531777
Intense Technologies Ltd.-$,532326
Inter Globe Finance Ltd.,511391
Inter State Oil Carrier Ltd.,530259
Intercorp Industries Ltd.,531551
Interface Financial Services Ltd.,530519
Interglobe Aviation Ltd,539448
Interlink Petroleum Ltd.,526512
International Combustion (india) Ltd.,505737
International Conveyors Ltd.,509709
International Data Management Ltd.,517044
International Housing Finance Corporation Ltd.,530781
International Paper Appm Limited,502330
International Travel House Ltd.-$,500213
Interworld Digital Ltd.-$,532072
Intrasoft Technologies Ltd.,533181
Inventure Growth & Securities Ltd.,533506
Investment & Precision Castings Ltd.,504786
Invicta Meditek Ltd.,523844
Io System Ltd.,523752
Iol Chemicals & Pharmaceuticals Ltd.,524164
Ion Exchange (india) Ltd.-$,500214
Ip Rings Ltd.-$,523638
Ipca Laboratories Ltd.,524494
Ipru2365,538309
Ipru2366,538310
Ipru8565,538311
Ipru8566,538312
Irb Infrastructure Developers Ltd.,532947
Iris Mediaworks Ltd.,531337
Isf Limited,526859
Isgec Heavy Engineering Ltd.,533033
Ishan Dyes & Chemicals Ltd.,531109
Ishita Drugs & Industries Ltd.,524400
Ishwarshakti Holdings & Traders Ltd.,506161
Isl Consulting Ltd.,511609
Ismt Ltd.,532479
Ist Ltd.,508807
Istreet Network Limited,524622
Itc Ltd.,500875
Itd Cementation India Ltd.,509496
Iti Ltd.,523610
Itl Industries Ltd.-$,522183
Ivp Ltd.,507580
Ivrcl Ltd,530773
Iykot Hitech Toolroom Ltd.,522245
Izmo Limited-$,532341
J. Taparia Projects Ltd,538539
J.b.chemicals & Pharmaceuticals Ltd.,506943
J.j.exporters Ltd.,530049
J.j.finance Corporation Ltd.,523062
J.k.cement Ltd.,532644
J.kumar Infraprojects Ltd.,532940
J.l.morison (india) Ltd.,506522
J.r.foods Ltd.,530915
Jackson Investments Ltd,538422
Jagan Lamps Ltd.,530711
Jagatjit Industries Ltd.,507155
Jagjanani Textiles Ltd.,532825
Jagran Prakashan Ltd.,532705
Jagran Production Limited,531695
Jagson Airlines Ltd.,520139
Jagsonpal Finance & Leasing Ltd.,530601
Jagsonpal Pharmaceuticals Ltd.,507789
Jai Balaji Industries Ltd.,532976
Jai Corp Ltd.,512237
Jai Mata Glass Ltd.,523467
Jaihind Projects Ltd.,531339
Jaihind Synthetics Ltd.,514312
Jain Irrigation Systems Ltd.,500219
Jain Irrigation Systems Ltd.,570004
Jain Marmo Industries Ltd,539119
Jain Studios Ltd.,532033
Jainco Projects (india) Ltd.,526865
Jainex Aamcol Ltd.,505212
Jaipan Industries Ltd.,505840
Jaiprakash Associates Ltd.,532532
Jaiprakash Power Ventures Limited,532627
James Hotels Ltd.,526558
James Warren Tea Ltd,538564
Jammu & Kashmir Bank Ltd.,532209
Jamna Auto Industries Ltd.,520051
Jamshri Ranjitsinghji Spg. & Wvg. Mills Co.ltd.-$,502901
Jarigold Textiles Ltd.,512329
Jasch Industries Ltd.,500220
Jattashankar Industies Ltd.,514318
Jauss Polymers Ltd.,526001
Jay Bharat Maruti Ltd.,520066
Jay Energy And S.energies Ltd.,526523
Jay Mahesh Infraventures Ltd.,590132
Jay Shree Tea & Industries Ltd.,509715
Jay Ushin Ltd.,513252
Jayabharat Credit Ltd.-$,501311
Jayant Agro-organics Ltd.,524330
Jayant Mercantile Co.ltd.,512129
Jayaswal Neco Industries Ltd.,522285
Jayatma Spinners Ltd,539005
Jayavant Products Ltd.,531382
Jaybharat Textiles & Real Estate Ltd.,512233
Jaykay Enterprises Ltd.,500306
Jaypee Infratech Ltd,533207
Jayshree Chemicals Ltd.,506520
Jaysynth Dyestuff (india) Ltd.,506910
Jbf Industries Ltd.,514034
Jbm Auto Ltd.,532605
Jct Electronics Ltd.,500222
Jct Ltd.,500223
Jd Orgochem Ltd.,524592
Jeet Machine Tools Ltd.,513012
Jeevan Scientific Technology Ltd,538837
Jenburkt Pharmaceuticals Ltd.,524731
Jenson & Nicholson (india) Ltd.,523592
Jet Airways (india) Ltd.,532617
Jet Infraventure Ltd,538794
Jetking Infotrain Ltd.,517063
Jeypore Sugar Company Ltd.,590054
Jhaveri Credits & Capital Ltd.,531550
Jhs Svendgaard Laboratories Ltd.,532771
Jik Industries Ltd.,511618
Jindal Capital Ltd.,530405
Jindal Cotex Ltd.,533103
Jindal Drilling & Industries Ltd.,511034
Jindal Hotels Ltd.,507981
Jindal Online.com Ltd.,531960
Jindal Photo Ltd.,532624
Jindal Poly Films Ltd.,500227
Jindal Poly Investment And Finance Company Ltd,536773
Jindal Saw Ltd.,500378
Jindal Stainless Ltd.,532508
Jindal Steel & Power Ltd.,532286
Jindal Worldwide Ltd.,531543
Jiya Eco-products Ltd,539225
Jk Agri Genetics Ltd,536493
Jk Lakshmi Cement Ltd.,500380
Jk Paper Ltd.,532162
Jk Tyre & Industries Ltd.,530007
Jla Infraville Shoppers Ltd,538765
Jm Financial Ltd.-$,523405
Jmc Projects (india) Ltd.-$,522263
Jmd Telefilms Industries Ltd.,511092
Jmg Corporation Ltd.,523712
Jmt Auto Ltd.,513691
Joindre Capital Services Ltd.,531861
Jointeca Education Solutions Ltd.,534659
Jolly Plastic Industries Ltd.,507968
Joonktollee Tea & Industries Ltd,538092
Joonktollee Tea & Industries Ltd,590079
Jost's Engineering Co.ltd.,505750
Joy Realty Limited,508929
Jpt Securities Ltd.,530985
Jri Industries & Infrastructure Limited,506016
Jsl Industries Ltd.,504080
Jsw Energy Ltd,533148
Jsw Holdings Limited,532642
Jsw Steel Ltd.,500228
Jtl Infra Ltd.,534600
Jubilant Foodworks Ltd,533155
Jubilant Industries Ltd.,533320
Jubilant Life Sciences Limited,530019
Jumbo Bag Ltd.,516078
Jumbo Finance Ltd.,511060
Junction Fabrics And Apparels Ltd,539216
Jupiter Industries & Leasing Ltd.,507987
Jupiter Infomedia Ltd.,534623
Just Dial Ltd.,535648
Jvl Agro Industries Ltd.,519248
Jyothi Infraventures Ltd.,531537
Jyothy Laboratories Ltd.,532926
Jyoti Ltd.-$,504076
Jyoti Overseas Ltd.,523876
Jyoti Resins & Adhesives Ltd.,514448
Jyoti Structures Ltd.,513250
Jyotirgamya Enterprises Ltd,539246
K K Fincorp Limited,503669
K-lifestyle & Industries Limited,514221
K.c.p.ltd.,590066
K.m.sugar Mills Ltd.,532673
K.p.r.mill Ltd.,532889
K.s.oils Ltd.-$,526209
K.z.leasing & Finance Ltd.,511728
Kabra Commercial Ltd,539393
Kabra Drugs Ltd.,524322
Kabra Extrusiontechnik Ltd.,524109
Kachchh Minerals Ltd.,531778
Kailash Auto Finance Ltd.,511357
Kaira Can Co.ltd.,504840
Kaiser Corporation Limited,531780
Kajaria Ceramics Ltd.,500233
Kakatiya Cement Sugar & Industries Ltd.,500234
Kakatiya Textiles Ltd.,521054
Kalindee Rail Nirman (engineers) Ltd-$,522259
Kallam Spinning Mills Ltd.-$,530201
Kalpa Commercial Ltd,539014
Kalpataru Power Transmission Ltd.,522287
Kalptaru Papers Ltd.-$,590036
Kalyani Forge Ltd.,513509
Kalyani Investment Company Ltd.,533302
Kalyani Steels Ltd.,500235
Kalyanpur Cements Ltd.,502150
Kama Holdings Limited-$,532468
Kamadgiri Fashion Ltd.-$,514322
Kamanwala Housing Construction Ltd.,511131
Kamat Hotels (india) Ltd.,526668
Kamdhenu Ltd,532741
Kanani Industries Ltd.,506184
Kanchi Karpooram Ltd,538896
Kanco Enterprises Ltd.,590084
Kanco Tea & Industries Ltd.,590130
Kandagiri Spinning Mills Ltd.-$,521242
Kanel Industries Limited,500236
Kanika Infotech Ltd.,532367
Kanishk Steel Industries Ltd.,513456
Kanoria Chemicals & Industries Ltd.,506525
Kanpur Plastipack Ltd.,507779
Kansai Nerolac Paints Ltd.,500165
Kansal Fibres Ltd.,531205
Kapashi Commercials Ltd.,512399
Kapil Cotex Ltd.,512036
Kappac Pharma Ltd.,506938
Kar Mobiles Ltd.-$,590053
Karan Woo-sin Ltd.,526115
Karma Energy Ltd.,533451
Karma Industries Ltd.,512585
Karnataka Bank Ltd.,532652
Karnavati Finance Ltd,538928
Karnimata Cold Storage Ltd,537784
Kartik Investments Trust Ltd.,501151
Karur K.c.p.packkagings Ltd.,531363
Karur Vysya Bank Ltd.,590003
Karuturi Global Ltd.,531687
Katare Spinning Mills Ltd.,502933
Katwa Udyog Ltd.,530977
Kausambi Vanijya Ltd,538295
Kaushalya Infrastructure Development Corporation Ltd.,532925
Kaveri Seed Company Ltd.,532899
Kavit Industries Limited,524444
Kavita Fabrics Ltd.,535136
Kavveri Telecom Products Ltd.-$,590041
Kay Power And Paper Ltd.,530255
Kaya Ltd,539276
Kaycee Industries Ltd.,504084
Kbs India Limited,530357
Kccl Plastic Ltd.,526067
Kcl Infra Projects Ltd,531784
Kcp Sugar & Industries Corporation Ltd.,533192
Kddl Ltd.-$,532054
Kdj Holidayscapes And Resorts Limited,530701
Kdl Biotech Ltd.,532291
Kec International Ltd.,532714
Kedia Construction Co.ltd.,508993
Keerthi Industries Ltd.,518011
Kei Industries Ltd.,517569
Kellton Tech Solutions Ltd.,519602
Keltech Energies Ltd.,506528
Kelvin Fincap Ltd,512113
Kemistar Corporation Limited,531163
Kemp & Company Ltd.,506530
Kemrock Industries & Exports Ltd.,526015
Ken Financial Services Ltd.,530547
Kennametal India Ltd.-$,505890
Kerala Ayurveda Ltd.,530163
Kernex Microsystems (india) Ltd.,532686
Kesar Enterprises Ltd.-$,507180
Kesar Petroproducts Ltd.,524174
Kesar Terminals & Infrastructure Ltd.,533289
Kesoram Industries Ltd.,502937
Kew Industries Ltd.,532758
Kewal Kiran Clothing Ltd.,532732
Key Corp Ltd.,507948
Keynote Corporate Services Ltd.,512597
Kg Denim Ltd.,500239
Kg Petrochem Ltd.,531609
Kgn Enterprises Ltd.,533790
Kgn Industries Ltd.,531612
Khaitan (india) Ltd.,590068
Khaitan Chemicals & Fertilizers Ltd.,507794
Khaitan Electricals Ltd.,504269
Khandelwal Extraction Ltd.,519064
Khandwala Securities Ltd.,531892
Khatau Exim Ltd.,506178
Khator Fibre & Fabrics Ltd.,521127
Khoday India Ltd.-$,507435
Khoobsurat Ltd,535730
Khyati Multimedia-entertainment Ltd.,531692
Kic Metaliks Ltd.,513693
Kiduja India Ltd.,507946
Kifs Financial Services Ltd.,535566
Kilburn Chemicals Ltd.-$,524699
Kilburn Engineering Ltd.,522101
Kilburn Office Automation Ltd.,523218
Kilitch Drugs (india) Ltd.,524500
Kilpest India Ltd.,532067
Kinetic Engineering Ltd.,500240
Kinetic Trust Ltd.,531274
Kingfa Science & Technology (india) Ltd,524019
Kingfisher Airlines Ltd.,532747
Kings Infra Ventures Limited,530215
Kiran Print-pack Ltd.,531413
Kiran Syntex Ltd.,530443
Kiran Vyapar Ltd,537750
Kiri Industries Ltd.,532967
Kirloskar Brothers Investments Ltd.,533297
Kirloskar Brothers Ltd.-$,500241
Kirloskar Electric Company Ltd,533193
Kirloskar Ferrous Industries Ltd.,500245
Kirloskar Industries Ltd,500243
Kirloskar Oil Engines Ltd.,533293
Kirloskar Pneumatic Co.ltd.,505283
Kisan Mouldings Ltd.-$,530145
Kitex Garments Ltd.,521248
Kjmc Corporate Advisors (india) Ltd.,532304
Kjmc Financial Services Ltd.,530235
Kkalpana Industries (india) Ltd,526409
Kkalpana Plastick Ltd,523652
Klg Capital Services Ltd.,530771
Klg Systel Ltd.,531269
Klk Electrical Ltd,517170
Klrf Ltd.,507598
Kmc Speciality Hospitals (india) Ltd.,524520
Kmf Builders & Developers Ltd.,531578
Kmg Milk Food Ltd.,519415
Knr Constructions Ltd.,532942
Koa Tools India Ltd.,517471
Koffee Break Pictures Ltd.,531602
Kohinoor Broadcasting Corporation Ltd.,531366
Kohinoor Foods Ltd.,512559
Kohinoor Techno Engineers Limited,519485
Kokuyo Camlin Ltd.-$,523207
Kolte-patil Developers Ltd.,532924
Konark Synthetic Ltd.,514128
Kopran Ltd.,524280
Kore Foods Ltd,500458
Kotak Mahindra Bank Ltd.,500247
Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Direct Plan- Dividend Option,539137
Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Direct Plan- Growth Option,539136
Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Non Direct Plan- Dividend Option,539135
Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Non Direct Plan- Growth Option,539133
Kotak Mahindra Mutual Fund - Kotak Nifty Etf,537708
Kotak Mahindra Mutual Fund - Kotak Psu Bank Etf,590107
Kotak Mahindra Mutual Fund - Permitted,590112
Kotak Mahindra Mutual Fund,532985
Kothari Fermentation & Biochem Ltd.,507474
Kothari Products Ltd.,530299
Kothari World Finance Ltd.,511138
Kovai Medical Center & Hospital Ltd.,523323
Kovalam Investment & Trading Co.ltd.,505585
Kpit Technologies Limited,532400
Kratos Energy & Infrastructure Ltd.,501261
Krbl Ltd.,530813
Krebs Biochemicals & Industries Ltd.-$,524518
Kreon Finnancial Services Ltd.,530139
Kridhan Infra Limited,533482
Kriptol Industries Ltd.,526753
Krishana Fabrics Ltd,539446
Krishna Capital And Securities Ltd,539384
Krishna Ferro Products Ltd.,513627
Krishna Ventures Limited,504392
Kriti Industries (india) Ltd.-$,526423
Kriti Nutrients Ltd,533210
Krypton Industries Ltd.,523550
Ksb Pumps Ltd.,500249
Kse Ltd.-$,519421
Kshitiz Investment Ltd.,503626
Ksk Energy Ventures Ltd.,532997
Ksl And Industries Ltd.-$,530149
Kss Limited-$,532081
Kuantum Papers Ltd.,532937
Kuber Udyog Ltd,539408
Kulkarni Power & Tools Ltd.,505299
Kumar Wire Cloth Manufacturing Company Ltd.,513703
Kumbhat Financial Services Ltd.,526869
Kunststoffe Industries Ltd.,523594
Kusam Electrical Industries Ltd.,511048
Kushal Tradelink Ltd,536170
Kuwer Industries Ltd.,530421
Kwality Credit & Leasing Ltd.,531206
Kwality Limited,531882
Kyra Landscapes Limited,530967
L&t Finance Holdings Ltd.,533519
L.g.balakrishnan & Bros.ltd.,500250
La Opala Rg Ltd.,526947
La Tim Metal & Industries Ltd,505693
Lactose (india) Ltd.,524202
Ladderup Finance Ltd.,530577
Laffans Petrochemicals Ltd.-$,524522
Lahoti Overseas Ltd.-$,531842
Lakhotia Polyesters (india) Ltd.,535387
Lakshmi Automatic Loom Works Ltd.,505302
Lakshmi Electrical Control Systems Ltd.,504258
Lakshmi Machine Works Ltd.,500252
Lakshmi Mills Company Ltd.-$,502958
Lakshmi Overseas Industries Ltd.,519570
Lakshmi Precision Screws Ltd.,506079
Lakshmi Vilas Bank Ltd.,534690
Lambodhara Textiles Ltd.-$,590075
Lanco Infratech Ltd.,532778
Lancor Holdings Ltd.,509048
Landmarc Leisure Corporation Ltd.,532275
Landmark Property Development Company Ltd.,533012
Larsen & Toubro Ltd.,500510
Laser Diamonds Ltd.,531164
Lawreshwar Polymers Ltd.,532829
Layla Textile And Traders Ltd,539125
Le Waterina Resorts & Hotels Limited,531134
Lead Financial Services Ltd.,531288
Ledo Tea Co.ltd.,508306
Lee & Nee Softwares (exports) Ltd.,517415
Leena Consultancy Ltd.,509046
Lesha Industries Ltd.,533602
Lgb Forge Ltd.,533007
Liberty Phosphate Ltd.,530273
Liberty Shoes Ltd.,526596
Libord Finance Ltd,511593
Libord Securities Ltd.,531027
Lic Housing Finance Ltd.,500253
Lic Nomura Mf Rgess Fund Series -2 -regular Plan -growth Option,537958
Lic Nomura Mf Rgess Fund Series -2 -regular Plan- Dividend Payout Option,537959
Lic Nomura Mf Rgess Fund Series -3 -direct Plan -growth Option,538959
Lic Nomura Mf Rgess Fund Series -3- Regular Plan -dividend Payout Option,538958
Lic Nomura Mf Rgess Fund Series- 2 -direct Plan -dividend Payout Option,537961
Lic Nomura Mf Rgess Fund Series- 2 -direct Plan- Growth Option,537960
